ID;CENTER;BUILDING;FLOOR;SECTOR;IP;VLAN;HOSTNAME;PROCESSOR;MEMORYRAM;OPERATIVESYSTEM;MOTHERBOARD;PERIPHERALS;STORAGECAPACITY;STORAGETYPE;MONITORBRAND;MONITORMODEL;MONITORSIZE;INT;SOFTWAREINSTALLED;COMMENTS;BUILDINGKEY;FLOORKEY;SECTORKEY
379;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;LABORATORIO;10.0.1.59;155;LABORATORIO;I3;4GB;Windows 10 Pro;INTEL DH55TC;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;laboratorio
380;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CAI;10.0.1.48;155;Totem-Cai;A6;4GB;Windows 10 Pro;A320M PRO-VH;NO DATA;120GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;cai
381;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;EDA;10.0.1.45;155;Totem-EDA-1;Intel Celeron;4GB;Windows 10 Pro;Asus Prime J4005I-C;NO DATA;120GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;eda
382;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;EDA;10.0.1.46;155;Totem-EDA-2;Intel Celeron;4GB;Windows 10 Pro;Asus Prime J4005I-C;NO DATA;120GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;eda
383;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CARDIOLOGIA;10.0.1.47;155;totem-cardio;Intel Celeron;4GB;Windows 10 Pro;Asus Prime J4005I-C;NO DATA;120GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;cardiologia
384;Ramos Mejia;EDIFICIO CENTRAL;SUBSUELO;SISTEMAS;NO DATA;0;Totem Sistemas BK;NO DATA;NO DATA;NO DATA;NO DATA;Ticketera;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;subsuelo;sistemas
385;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;IMAGENES;10.0.1.58;155;Totem-Isla3;Intel Celeron;4GB;Windows 10 Pro;H110M PRO-VH PLUS;NO DATA;120GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;imagenes
386;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;SISTEMAS;10,0,0,149;0;Totem Sistemas BK;NO DATA;NO DATA;Linux;NO DATA;Ticketera;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;sistemas
387;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;SISTEMAS;10.0.3.122;155;Totem-Cardio;Intel Pentium;4GB;Windows 10 Pro;H81ME33;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;sistemas
388;Ramos Mejia;EDIFICIO CENTRAL;PLANTA BAJA;CABINA LLAVES;10.0.3.198;0;SEGURIDAD-03;I7;8GB;Windows 10 Pro;Gigabyte H110M;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Microsoft Office 2010;NO COMMENT;ed-central;planta-baja;cabina-llaves
389;Castelar;CASTELAR;PLANTA BAJA;RECEPCION;192.168.200.250;0; W2;I7;8GB;NO DATA;NO DATA;Etiquetas;2TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Open Office;GT 800;castelar;planta-baja;recepcion
390;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.222;0;W15;I3;4GB;NO DATA;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Open Office;NO COMMENT;castelar;planta-baja;NO DATA
391;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.236;0;L7;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Libre Office;NO COMMENT;castelar;planta-baja;NO DATA
392;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.125;0;L35;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Libre Office;NO COMMENT;castelar;planta-baja;NO DATA
393;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.112;0;L15;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Libre Office;NO COMMENT;castelar;planta-baja;NO DATA
394;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.226;0;L37;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Libre Office;NO COMMENT;castelar;planta-baja;NO DATA
395;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.99;0;L34;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;Libre Office;NO COMMENT;castelar;planta-baja;NO DATA
396;Castelar;CASTELAR;PRIMER PISO;OPERACIONES CASTELAR;192.168.200.246;0;W9;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;operaciones-castelar
397;Castelar;CASTELAR;PRIMER PISO;SECRETARIA MEDICO;192.168.200.221;0;L38;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;secretaria-medico
398;Castelar;CASTELAR;PRIMER PISO;RECEPCION;192.168.200.25;0;L21;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;recepcion
399;Castelar;CASTELAR;PRIMER PISO;ADMINISTRACION;NO DATA;0;ADMINISTRACION ;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;administracion
400;Castelar;CASTELAR;PRIMER PISO;RECEPCION;192.168.200.240;0;L1;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;recepcion
401;Castelar;CASTELAR;PLANTA BAJA;CARDIOLOGIA;10.0.3.191;0;W6;Intel Celeron;4GB;NO DATA;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;cardiologia
402;Castelar;CASTELAR;PRIMER PISO; CONSULTORIO 4;192.168.200.244;0;L4;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-4
403;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 10;192.168.200.231;0;L33;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-10
404;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 11;192.168.200.12;0; L8;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-11
405;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 12;192.168.200.118;0;L6;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-12
406;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 13;192.168.200.239;0;L13;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-13
407;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 14;192.168.200.115;0; L28;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-14
408;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 15;192.168.200.232;0;L25;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-15
409;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 5;192.168.200.122;0;L12;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-5
410;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 6;192.168.200.243;0; L11;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-6
411;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 7;192.168.200.238;0; L3;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-7
412;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 8;192.168.200.247;0;L10;I7;8GB;NO DATA;NO DATA;Ticketera;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-8
413;Castelar;CASTELAR;PRIMER PISO;CONSULTORIO 9;192.168.200.164;0;L2;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;consultorio-9
414;Castelar;CASTELAR;PRIMER PISO;ENFERMERIA;10.0.3.141;0;L40;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;enfermeria
415;Castelar;CASTELAR;SUBSUELO;INGENIERIA;192.168.200.28;0;W3;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;subsuelo;ingenieria
416;Castelar;CASTELAR;PLANTA BAJA;TOMOGRAFIA;192.168.200.56;0;TOMOGRAFIA;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;tomografia
417;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.58;0;TOMOGRAFIA WORKSTATION;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;NO DATA
418;Castelar;CASTELAR;PLANTA BAJA;RMN;192.168.200.60;0;RMN;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;resonancia-magenitca
419;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.61;0;RMN WORKSTATION;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;NO DATA
420;Castelar;CASTELAR;PLANTA BAJA;RAYOS;192.168.200.50;0;W12;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;rayos
421;Castelar;CASTELAR;PLANTA BAJA;MAMOGRAFIA;192.168.200.227;0;L29;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;mamografia
422;Castelar;CASTELAR;PLANTA BAJA;ECOGRAFIA;192.168.200.57;0;ECO1;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;ecografia
423;Castelar;CASTELAR;PLANTA BAJA;NO DATA;192.168.200.55;0;ECO2;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;NO DATA
424;Castelar;CASTELAR;PRIMER PISO;AREA ANALITICA; 10.0.3.132 ;0;AREA ANALITICA;I7;8GB;NO DATA;NO DATA;Etiquetas;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;ZD 220;castelar;primer-piso;area-pre-analitica
425;Castelar;CASTELAR;PRIMER PISO;AREA PRE ANALITICA;10.0.3.34;0;AREA PRE ANALITICA;I7;8GB;NO DATA;NO DATA;Etiquetas;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;GT 800;castelar;primer-piso;area-pre-analitica
426;Castelar;CASTELAR;PRIMER PISO;CASTBOX 1;10.0.3.147;0;CASTBOX 1;I7;8GB;NO DATA;NO DATA;Etiquetas;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;GT 800;castelar;primer-piso;castbox-1
427;Castelar;CASTELAR;PRIMER PISO;CASTBOX 2; 10.0.3.50 ;0;CASTBOX 2;I7;8GB;NO DATA;NO DATA;Etiquetas;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;GK 420;castelar;primer-piso;castbox-2
428;Castelar;CASTELAR;PRIMER PISO;CASTBOX 3;10.0.3.62;0;CASTBOX 3;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;castbox-3
429;Castelar;CASTELAR;PRIMER PISO;MICROBIOLOGIA;10.0.3.140;0;MICROBIOLOGIA;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;primer-piso;microbiologia
430;Castelar;CASTELAR;SEGUNDO PISO;ENDOSCOPIA;10.0.3.148;0;Windows 10 Pro(Nombre));i7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;segundo-piso;endoscopia
431;Castelar;CASTELAR;SEGUNDO PISO;FARMACIA;10.0.2.87;0;Windows 7;i7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;segundo-piso;farmacia
432;Castelar;CASTELAR;SEGUNDO PISO;QUIROFANO;10.0.3.83;0;W8;i7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;segundo-piso;quirofano
433;Castelar;CASTELAR;SEGUNDO PISO;OFFICE MUCAMAS;10.0.3.7;0;L9;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;segundo-piso;office-mucamas
434;Castelar;CASTELAR;SEGUNDO PISO;SALA MEDICOS;10.0.3.125;0;L14;i7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;segundo-piso;sala-medicos
435;Castelar;CASTELAR;SEGUNDO PISO;NO DATA;192.168.200.22;0;L-5;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;segundo-piso;NO DATA
436;Castelar;CASTELAR;SEGUNDO PISO;ERGOMETRIA;192.168.200.11;0;W11;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;segundo-piso;ergometria
437;Castelar;CASTELAR;SUBSUELO;SEGURIDAD;10.0.3.42;0;SEG-CAST-PC;A8;8GB;NO DATA;NO DATA;NO DATA;500GB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;subsuelo;seguridad
438;Castelar;CASTELAR;SUBSUELO;SERVICIOS GENERALES;192.168.200.75;0;Rayos;I7;8GB;NO DATA;NO DATA;NO DATA;1TB ;HDD;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;subsuelo;servicios-generales
439;Castelar;CASTELAR;PLANTA BAJA;ATP CASTELAR;192.168.200.33;0;Totem-g1;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;atp-castelar
440;Castelar;CASTELAR;PLANTA BAJA;ISLA CASTELAR;192.168.200.17;0;TOTEM-ISLA1;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;castelar;planta-baja;isla-castelar
441;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;ISLA;10.0.1.174;0;Anunciaisla;NO DATA;NO DATA;Linux;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;isla
442;Ramos Mejia;EDIFICIO A;PLANTA BAJA;EDIFICIO A;10.0.1.183;0;LLAMADOR-PED-PLANTA BAJA;NO DATA;NO DATA;Windows 7;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-a;planta-baja;eda
443;Ramos Mejia;EDIFICIO A;PLANTA BAJA;EDIFICIO A;NO DATA;0;CARDIOLOGIA-PLANTA BAJA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-a;planta-baja;eda
444;Ramos Mejia;EDIFICIO A;PRIMER PISO;EDIFICIO A;NO DATA;0;CARDOLOGIA-PA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-a;primer-piso;eda
445;Ramos Mejia;EDIFICIO A;PRIMER PISO;EDIFICIO A;NO DATA;0;ANUNC-CARDIO;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-a;primer-piso;eda
446;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;CAI;NO DATA;0;LLAMADOR-CAI;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;cai
447;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;GUARDIA;NO DATA;0;ANUNCIADOR GA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;guardia
448;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;GUARDIA;NO DATA;0;ANUNCIADOR ENG;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;guardia
449;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;GUARDIA;NO DATA;0;ANUNCIADOR GP;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;guardia
450;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;GUARDIA;NO DATA;0;ANUN-BKP;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;guardia
451;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;IMAGENES;NO DATA;0;ANUNCIAIMAGEN;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;imagenes
452;Ramos Mejia;EDIFICIO CENTRAL ;PLANTA BAJA;LABORATORIO;NO DATA;0;ATP-LAB;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO COMMENT;ed-central;planta-baja;laboratorio
453;Castelar;CASTELAR;PLANTA BAJA;ATENCION AL PUBLICO (ATP) ;NO DATA;0;Cafeteria;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI PC;castelar;planta-baja;atencion-publico
454;Castelar;CASTELAR;PLANTA BAJA;ATENCION AL PUBLICO (ATP) ;NO DATA;0;Recepcion;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI PC;castelar;planta-baja;atencion-publico
455;Castelar;CASTELAR;PLANTA BAJA;ATENCION AL PUBLICO (ATP) ;NO DATA;0;Recepcion-Im†genes;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI PC;castelar;planta-baja;atencion-publico
456;Castelar;CASTELAR;PLANTA BAJA;CONSULTORIOS;NO DATA;0;Central 1;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI PC;castelar;planta-baja;consultorios
457;Castelar;CASTELAR;PLANTA BAJA;CONSULTORIOS;NO DATA;0;IZQ CONS 15;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI PC;castelar;planta-baja;consultorios
458;Castelar;CASTELAR;PLANTA BAJA;CONSULTORIOS;NO DATA;0;PARED ENFERMERIA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI PC;castelar;planta-baja;consultorios
459;Castelar;CASTELAR;PLANTA BAJA;ERGOMETRIA;NO DATA;0;LLAMADOR ERGO;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI PC;castelar;planta-baja;ergometria
460;Castelar;CASTELAR;PLANTA BAJA;HSJDCASTELAR;NO DATA;0;RECEPCIONC CASTELAR;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;NO DATA;MINI  PC;castelar;planta-baja;hsjd-castelar
